location,date,vaccine,total_vaccinations
Peru,2021-10-01,Pfizer/BioNTech,15772330
Peru,2021-10-01,Sinopharm/Beijing,11304538
Peru,2021-10-02,Oxford/AstraZeneca,1204315
Peru,2021-10-02,Pfizer/BioNTech,16001961
Peru,2021-10-02,Sinopharm/Beijing,11625548
Peru,2021-10-03,Oxford/AstraZeneca,1226080
Peru,2021-10-03,Pfizer/BioNTech,16177322
Peru,2021-10-03,Sinopharm/Beijing,11915060
Peru,2021-10-04,Oxford/AstraZeneca,1242461
Peru,2021-10-04,Pfizer/BioNTech,16278863
Peru,2021-10-04,Sinopharm/Beijing,12064508
Peru,2021-10-05,Oxford/AstraZeneca,1254361
Peru,2021-10-05,Pfizer/BioNTech,16402294
Peru,2021-10-05,Sinopharm/Beijing,12227059
Peru,2021-10-06,Oxford/AstraZeneca,1269999
Peru,2021-10-06,Pfizer/BioNTech,16502775
Peru,2021-10-06,Sinopharm/Beijing,12393971
Peru,2021-10-07,Oxford/AstraZeneca,1281547
Peru,2021-10-07,Pfizer/BioNTech,16586243
Peru,2021-10-07,Sinopharm/Beijing,12571609
Peru,2021-10-08,Oxford/AstraZeneca,1290475
Peru,2021-10-08,Pfizer/BioNTech,16663992
Peru,2021-10-08,Sinopharm/Beijing,12697217
Peru,2021-10-09,Oxford/AstraZeneca,1303196
Peru,2021-10-09,Pfizer/BioNTech,16789542
Peru,2021-10-09,Sinopharm/Beijing,12937914
Peru,2021-10-10,Oxford/AstraZeneca,1310341
Peru,2021-10-10,Pfizer/BioNTech,16854585
Peru,2021-10-10,Sinopharm/Beijing,13109734
Peru,2021-10-11,Oxford/AstraZeneca,1321160
Peru,2021-10-11,Pfizer/BioNTech,16894503
Peru,2021-10-11,Sinopharm/Beijing,13240211
Peru,2021-10-12,Oxford/AstraZeneca,1369939
Peru,2021-10-12,Pfizer/BioNTech,16946054
Peru,2021-10-12,Sinopharm/Beijing,13382551
Peru,2021-10-13,Oxford/AstraZeneca,1416134
Peru,2021-10-13,Pfizer/BioNTech,16991642
Peru,2021-10-13,Sinopharm/Beijing,13520244
Peru,2021-10-14,Oxford/AstraZeneca,1480945
Peru,2021-10-14,Pfizer/BioNTech,17052031
Peru,2021-10-14,Sinopharm/Beijing,13621760
Peru,2021-10-15,Oxford/AstraZeneca,1549040
Peru,2021-10-15,Pfizer/BioNTech,17121979
Peru,2021-10-15,Sinopharm/Beijing,13727493
Peru,2021-10-16,Oxford/AstraZeneca,1661017
Peru,2021-10-16,Pfizer/BioNTech,17217905
Peru,2021-10-16,Sinopharm/Beijing,13869803
Peru,2021-10-17,Oxford/AstraZeneca,1744522
Peru,2021-10-17,Pfizer/BioNTech,17304349
Peru,2021-10-17,Sinopharm/Beijing,13989785
Peru,2021-10-18,Oxford/AstraZeneca,1784131
Peru,2021-10-18,Pfizer/BioNTech,17395487
Peru,2021-10-18,Sinopharm/Beijing,14065757
Peru,2021-10-19,Oxford/AstraZeneca,1818573
Peru,2021-10-19,Pfizer/BioNTech,17485848
Peru,2021-10-19,Sinopharm/Beijing,14147753
Peru,2021-10-20,Oxford/AstraZeneca,1853931
Peru,2021-10-20,Pfizer/BioNTech,17562046
Peru,2021-10-20,Sinopharm/Beijing,14218715
Peru,2021-10-21,Oxford/AstraZeneca,1888597
Peru,2021-10-21,Pfizer/BioNTech,17626197
Peru,2021-10-21,Sinopharm/Beijing,14287696
Peru,2021-10-22,Oxford/AstraZeneca,1916748
Peru,2021-10-22,Pfizer/BioNTech,17686605
Peru,2021-10-22,Sinopharm/Beijing,14354610
Peru,2021-10-23,Oxford/AstraZeneca,1979183
Peru,2021-10-23,Pfizer/BioNTech,17772372
Peru,2021-10-23,Sinopharm/Beijing,14467809
Peru,2021-10-24,Oxford/AstraZeneca,2019327
Peru,2021-10-24,Pfizer/BioNTech,17834595
Peru,2021-10-24,Sinopharm/Beijing,14570222
Peru,2021-10-25,Oxford/AstraZeneca,2041946
Peru,2021-10-25,Pfizer/BioNTech,17877592
Peru,2021-10-25,Sinopharm/Beijing,14629032
Peru,2021-10-26,Oxford/AstraZeneca,2066402
Peru,2021-10-26,Pfizer/BioNTech,17915341
Peru,2021-10-26,Sinopharm/Beijing,14686161
Peru,2021-10-27,Oxford/AstraZeneca,2091241
Peru,2021-10-27,Pfizer/BioNTech,17950389
Peru,2021-10-27,Sinopharm/Beijing,14740905
Peru,2021-10-28,Oxford/AstraZeneca,2126560
Peru,2021-10-28,Pfizer/BioNTech,17989890
Peru,2021-10-28,Sinopharm/Beijing,14795129
Peru,2021-10-29,Oxford/AstraZeneca,2165061
Peru,2021-10-29,Pfizer/BioNTech,18036784
Peru,2021-10-29,Sinopharm/Beijing,14840358
Peru,2021-10-30,Oxford/AstraZeneca,2204661
Peru,2021-10-30,Pfizer/BioNTech,18253176
Peru,2021-10-30,Sinopharm/Beijing,14895414
Peru,2021-10-31,Oxford/AstraZeneca,2237793
Peru,2021-10-31,Pfizer/BioNTech,18432545
Peru,2021-10-31,Sinopharm/Beijing,14939182
Peru,2021-11-01,Oxford/AstraZeneca,2247783
Peru,2021-11-01,Pfizer/BioNTech,18507557
Peru,2021-11-01,Sinopharm/Beijing,14960110
Peru,2021-11-02,Oxford/AstraZeneca,2261103
Peru,2021-11-02,Pfizer/BioNTech,18601524
Peru,2021-11-02,Sinopharm/Beijing,14990494
Peru,2021-11-03,Oxford/AstraZeneca,2281836
Peru,2021-11-03,Pfizer/BioNTech,18714858
Peru,2021-11-03,Sinopharm/Beijing,15027551
Peru,2021-11-04,Oxford/AstraZeneca,2312251
Peru,2021-11-04,Pfizer/BioNTech,18889189
Peru,2021-11-04,Sinopharm/Beijing,15066434
Peru,2021-11-05,Oxford/AstraZeneca,2340658
Peru,2021-11-05,Pfizer/BioNTech,19117456
Peru,2021-11-05,Sinopharm/Beijing,15110432
Peru,2021-11-06,Oxford/AstraZeneca,2381762
Peru,2021-11-06,Pfizer/BioNTech,19441592
Peru,2021-11-06,Sinopharm/Beijing,15195126
Peru,2021-11-07,Oxford/AstraZeneca,2414560
Peru,2021-11-07,Pfizer/BioNTech,19655210
Peru,2021-11-07,Sinopharm/Beijing,15271564
Peru,2021-11-08,Oxford/AstraZeneca,2441664
Peru,2021-11-08,Pfizer/BioNTech,19780361
Peru,2021-11-08,Sinopharm/Beijing,15327646
Peru,2021-11-09,Oxford/AstraZeneca,2486110
Peru,2021-11-09,Pfizer/BioNTech,19918109
Peru,2021-11-09,Sinopharm/Beijing,15370789
Peru,2021-11-10,Oxford/AstraZeneca,2533351
Peru,2021-11-10,Pfizer/BioNTech,20044378
Peru,2021-11-10,Sinopharm/Beijing,15414637
Peru,2021-11-11,Oxford/AstraZeneca,2584188
Peru,2021-11-11,Pfizer/BioNTech,20153514
Peru,2021-11-11,Sinopharm/Beijing,15454771
Peru,2021-11-12,Oxford/AstraZeneca,2633208
Peru,2021-11-12,Pfizer/BioNTech,20242402
Peru,2021-11-12,Sinopharm/Beijing,15493451
Peru,2021-11-13,Oxford/AstraZeneca,2709393
Peru,2021-11-13,Pfizer/BioNTech,20363772
Peru,2021-11-13,Sinopharm/Beijing,15549279
Peru,2021-11-14,Oxford/AstraZeneca,2776460
Peru,2021-11-14,Pfizer/BioNTech,20461619
Peru,2021-11-14,Sinopharm/Beijing,15607137
Peru,2021-11-15,Oxford/AstraZeneca,2826698
Peru,2021-11-15,Pfizer/BioNTech,20539368
Peru,2021-11-15,Sinopharm/Beijing,15654948
Peru,2021-11-16,Oxford/AstraZeneca,2878606
Peru,2021-11-16,Pfizer/BioNTech,20621773
Peru,2021-11-16,Sinopharm/Beijing,15717956
Peru,2021-11-17,Oxford/AstraZeneca,2935305
Peru,2021-11-17,Pfizer/BioNTech,20701370
Peru,2021-11-17,Sinopharm/Beijing,15778197
Peru,2021-11-18,Oxford/AstraZeneca,2987259
Peru,2021-11-18,Pfizer/BioNTech,20781006
Peru,2021-11-18,Sinopharm/Beijing,15841097
Peru,2021-11-19,Oxford/AstraZeneca,3032975
Peru,2021-11-19,Pfizer/BioNTech,20862621
Peru,2021-11-19,Sinopharm/Beijing,15908668
Peru,2021-11-20,Oxford/AstraZeneca,3101473
Peru,2021-11-20,Pfizer/BioNTech,21050530
Peru,2021-11-20,Sinopharm/Beijing,15999033
Peru,2021-11-21,Oxford/AstraZeneca,3154273
Peru,2021-11-21,Pfizer/BioNTech,21235958
Peru,2021-11-21,Sinopharm/Beijing,16077885
Peru,2021-11-22,Oxford/AstraZeneca,3184125
Peru,2021-11-22,Pfizer/BioNTech,21357343
Peru,2021-11-22,Sinopharm/Beijing,16134430
Peru,2021-11-23,Oxford/AstraZeneca,3214549
Peru,2021-11-23,Pfizer/BioNTech,21489414
Peru,2021-11-23,Sinopharm/Beijing,16192935
Peru,2021-11-24,Oxford/AstraZeneca,3242402
Peru,2021-11-24,Pfizer/BioNTech,21618346
Peru,2021-11-24,Sinopharm/Beijing,16247999
Peru,2021-11-25,Oxford/AstraZeneca,3269710
Peru,2021-11-25,Pfizer/BioNTech,21787221
Peru,2021-11-25,Sinopharm/Beijing,16300322
Peru,2021-11-26,Oxford/AstraZeneca,3295383
Peru,2021-11-26,Pfizer/BioNTech,22026416
Peru,2021-11-26,Sinopharm/Beijing,16350341
Peru,2021-11-27,Oxford/AstraZeneca,3327790
Peru,2021-11-27,Pfizer/BioNTech,22394203
Peru,2021-11-27,Sinopharm/Beijing,16415819
Peru,2021-11-28,Oxford/AstraZeneca,3357158
Peru,2021-11-28,Pfizer/BioNTech,22676935
Peru,2021-11-28,Sinopharm/Beijing,16477043
Peru,2021-11-29,Oxford/AstraZeneca,3376656
Peru,2021-11-29,Pfizer/BioNTech,22898732
Peru,2021-11-29,Sinopharm/Beijing,16521468
Peru,2021-11-30,Oxford/AstraZeneca,3395253
Peru,2021-11-30,Pfizer/BioNTech,23114612
Peru,2021-11-30,Sinopharm/Beijing,16564992
Peru,2021-12-01,Oxford/AstraZeneca,3411414
Peru,2021-12-01,Pfizer/BioNTech,23326023
Peru,2021-12-01,Sinopharm/Beijing,16612797
Peru,2021-12-02,Oxford/AstraZeneca,3433047
Peru,2021-12-02,Pfizer/BioNTech,23544246
Peru,2021-12-02,Sinopharm/Beijing,16668033
Peru,2021-12-03,Oxford/AstraZeneca,3455532
Peru,2021-12-03,Pfizer/BioNTech,23748931
Peru,2021-12-03,Sinopharm/Beijing,16725074
Peru,2021-12-04,Oxford/AstraZeneca,3486022
Peru,2021-12-04,Pfizer/BioNTech,23985246
Peru,2021-12-04,Sinopharm/Beijing,16796864
Peru,2021-12-05,Oxford/AstraZeneca,3509390
Peru,2021-12-05,Pfizer/BioNTech,24154429
Peru,2021-12-05,Sinopharm/Beijing,16860201
Peru,2021-12-06,Oxford/AstraZeneca,3529958
Peru,2021-12-06,Pfizer/BioNTech,24308806
Peru,2021-12-06,Sinopharm/Beijing,16916437
Peru,2021-12-07,Oxford/AstraZeneca,3549079
Peru,2021-12-07,Pfizer/BioNTech,24463941
Peru,2021-12-07,Sinopharm/Beijing,16979750
Peru,2021-12-08,Oxford/AstraZeneca,3564133
Peru,2021-12-08,Pfizer/BioNTech,24570105
Peru,2021-12-08,Sinopharm/Beijing,17030928
Peru,2021-12-09,Oxford/AstraZeneca,3587002
Peru,2021-12-09,Pfizer/BioNTech,24726948
Peru,2021-12-09,Sinopharm/Beijing,17108391
Peru,2021-12-10,Oxford/AstraZeneca,3620404
Peru,2021-12-10,Pfizer/BioNTech,24913110
Peru,2021-12-10,Sinopharm/Beijing,17236634
Peru,2021-12-11,Oxford/AstraZeneca,3663018
Peru,2021-12-11,Pfizer/BioNTech,25123128
Peru,2021-12-11,Sinopharm/Beijing,17395308
Peru,2021-12-12,Oxford/AstraZeneca,3696390
Peru,2021-12-12,Pfizer/BioNTech,25285088
Peru,2021-12-12,Sinopharm/Beijing,17522578
Peru,2021-12-13,Oxford/AstraZeneca,3729030
Peru,2021-12-13,Pfizer/BioNTech,25439249
Peru,2021-12-13,Sinopharm/Beijing,17646215
Peru,2021-12-14,Oxford/AstraZeneca,3766478
Peru,2021-12-14,Pfizer/BioNTech,25598872
Peru,2021-12-14,Sinopharm/Beijing,17774868
Peru,2021-12-15,Oxford/AstraZeneca,3803859
Peru,2021-12-15,Pfizer/BioNTech,25743376
Peru,2021-12-15,Sinopharm/Beijing,17892037
Peru,2021-12-16,Oxford/AstraZeneca,3834811
Peru,2021-12-16,Pfizer/BioNTech,25866029
Peru,2021-12-16,Sinopharm/Beijing,17980144
Peru,2021-12-17,Oxford/AstraZeneca,3863696
Peru,2021-12-17,Pfizer/BioNTech,25988672
Peru,2021-12-17,Sinopharm/Beijing,18065645
Peru,2021-12-18,Oxford/AstraZeneca,3891074
Peru,2021-12-18,Pfizer/BioNTech,26111439
Peru,2021-12-18,Sinopharm/Beijing,18147975
Peru,2021-12-19,Oxford/AstraZeneca,3912773
Peru,2021-12-19,Pfizer/BioNTech,26209325
Peru,2021-12-19,Sinopharm/Beijing,18210874
Peru,2021-12-20,Oxford/AstraZeneca,3935839
Peru,2021-12-20,Pfizer/BioNTech,26389071
Peru,2021-12-20,Sinopharm/Beijing,18276592
Peru,2021-12-21,Oxford/AstraZeneca,3959127
Peru,2021-12-21,Pfizer/BioNTech,26683270
Peru,2021-12-21,Sinopharm/Beijing,18338610
Peru,2021-12-22,Oxford/AstraZeneca,3978625
Peru,2021-12-22,Pfizer/BioNTech,26946521
Peru,2021-12-22,Sinopharm/Beijing,18394575
Peru,2021-12-23,Oxford/AstraZeneca,3993820
Peru,2021-12-23,Pfizer/BioNTech,27132212
Peru,2021-12-23,Sinopharm/Beijing,18442278
Peru,2021-12-24,Oxford/AstraZeneca,3997997
Peru,2021-12-24,Pfizer/BioNTech,27189275
Peru,2021-12-24,Sinopharm/Beijing,18462005
Peru,2021-12-25,Oxford/AstraZeneca,3998909
Peru,2021-12-25,Pfizer/BioNTech,27218368
Peru,2021-12-25,Sinopharm/Beijing,18466735
Peru,2021-12-26,Oxford/AstraZeneca,4005803
Peru,2021-12-26,Pfizer/BioNTech,27370375
Peru,2021-12-26,Sinopharm/Beijing,18495583
Peru,2021-12-27,Oxford/AstraZeneca,4021281
Peru,2021-12-27,Pfizer/BioNTech,27613340
Peru,2021-12-27,Sinopharm/Beijing,18553500
Peru,2021-12-28,Oxford/AstraZeneca,4037459
Peru,2021-12-28,Pfizer/BioNTech,27866652
Peru,2021-12-28,Sinopharm/Beijing,18613355
Peru,2021-12-29,Oxford/AstraZeneca,4052602
Peru,2021-12-29,Pfizer/BioNTech,28084171
Peru,2021-12-29,Sinopharm/Beijing,18665926
Peru,2021-12-30,Oxford/AstraZeneca,4064324
Peru,2021-12-30,Pfizer/BioNTech,28244708
Peru,2021-12-30,Sinopharm/Beijing,18713397
Peru,2021-12-31,Oxford/AstraZeneca,4067878
Peru,2021-12-31,Pfizer/BioNTech,28292080
Peru,2021-12-31,Sinopharm/Beijing,18733969
Peru,2022-01-01,Oxford/AstraZeneca,4068789
Peru,2022-01-01,Pfizer/BioNTech,28315131
Peru,2022-01-01,Sinopharm/Beijing,18741767
Peru,2022-01-02,Oxford/AstraZeneca,4072048
Peru,2022-01-02,Pfizer/BioNTech,28410680
Peru,2022-01-02,Sinopharm/Beijing,18764606
Peru,2022-01-03,Oxford/AstraZeneca,4078981
Peru,2022-01-03,Pfizer/BioNTech,28597543
Peru,2022-01-03,Sinopharm/Beijing,18825057
Peru,2022-01-04,Oxford/AstraZeneca,4086068
Peru,2022-01-04,Pfizer/BioNTech,28805158
Peru,2022-01-04,Sinopharm/Beijing,18889187
Peru,2022-01-05,Oxford/AstraZeneca,4093457
Peru,2022-01-05,Pfizer/BioNTech,29052609
Peru,2022-01-05,Sinopharm/Beijing,18955946
Peru,2022-01-06,Oxford/AstraZeneca,4101829
Peru,2022-01-06,Pfizer/BioNTech,29307789
Peru,2022-01-06,Sinopharm/Beijing,19017190
Peru,2022-01-07,Oxford/AstraZeneca,4110750
Peru,2022-01-07,Pfizer/BioNTech,29564400
Peru,2022-01-07,Sinopharm/Beijing,19076554
Peru,2022-01-08,Oxford/AstraZeneca,4119818
Peru,2022-01-08,Pfizer/BioNTech,29840174
Peru,2022-01-08,Sinopharm/Beijing,19130955
Peru,2022-01-09,Oxford/AstraZeneca,4125861
Peru,2022-01-09,Pfizer/BioNTech,30005334
Peru,2022-01-09,Sinopharm/Beijing,19165470
Peru,2022-01-10,Oxford/AstraZeneca,4135300
Peru,2022-01-10,Pfizer/BioNTech,30221777
Peru,2022-01-10,Sinopharm/Beijing,19222849
Peru,2022-01-11,Oxford/AstraZeneca,4143768
Peru,2022-01-11,Pfizer/BioNTech,30428067
Peru,2022-01-11,Sinopharm/Beijing,19272670
Peru,2022-01-12,Oxford/AstraZeneca,4152304
Peru,2022-01-12,Pfizer/BioNTech,30619919
Peru,2022-01-12,Sinopharm/Beijing,19319676
Peru,2022-01-13,Oxford/AstraZeneca,4160621
Peru,2022-01-13,Pfizer/BioNTech,30819704
Peru,2022-01-13,Sinopharm/Beijing,19362725
Peru,2022-01-14,Oxford/AstraZeneca,4168569
Peru,2022-01-14,Pfizer/BioNTech,31007987
Peru,2022-01-14,Sinopharm/Beijing,19400407
Peru,2022-01-15,Oxford/AstraZeneca,4176661
Peru,2022-01-15,Pfizer/BioNTech,31198211
Peru,2022-01-15,Sinopharm/Beijing,19430483
Peru,2022-01-16,Oxford/AstraZeneca,4181232
Peru,2022-01-16,Pfizer/BioNTech,31307722
Peru,2022-01-16,Sinopharm/Beijing,19449690
Peru,2022-01-17,Oxford/AstraZeneca,4188769
Peru,2022-01-17,Pfizer/BioNTech,31450692
Peru,2022-01-17,Sinopharm/Beijing,19485773
Peru,2022-01-18,Oxford/AstraZeneca,4195582
Peru,2022-01-18,Pfizer/BioNTech,31583893
Peru,2022-01-18,Sinopharm/Beijing,19516779
Peru,2022-01-19,Oxford/AstraZeneca,4201573
Peru,2022-01-19,Pfizer/BioNTech,31714175
Peru,2022-01-19,Sinopharm/Beijing,19546875
Peru,2022-01-20,Oxford/AstraZeneca,4207456
Peru,2022-01-20,Pfizer/BioNTech,31829316
Peru,2022-01-20,Sinopharm/Beijing,19574893
Peru,2022-01-21,Oxford/AstraZeneca,4213033
Peru,2022-01-21,Pfizer/BioNTech,31941582
Peru,2022-01-21,Sinopharm/Beijing,19599868
Peru,2022-01-22,Oxford/AstraZeneca,4218318
Peru,2022-01-22,Pfizer/BioNTech,32067566
Peru,2022-01-22,Sinopharm/Beijing,19622919
Peru,2022-01-23,Oxford/AstraZeneca,4225330
Peru,2022-01-23,Pfizer/BioNTech,32162432
Peru,2022-01-23,Sinopharm/Beijing,19640097
Peru,2022-01-24,Oxford/AstraZeneca,4236799
Peru,2022-01-24,Pfizer/BioNTech,32301807
Peru,2022-01-24,Sinopharm/Beijing,19665297
Peru,2022-01-25,Oxford/AstraZeneca,4251448
Peru,2022-01-25,Pfizer/BioNTech,32442055
Peru,2022-01-25,Sinopharm/Beijing,19687904
Peru,2022-01-26,Oxford/AstraZeneca,4269738
Peru,2022-01-26,Pfizer/BioNTech,32590674
Peru,2022-01-26,Sinopharm/Beijing,19710593
Peru,2022-01-27,Oxford/AstraZeneca,4292411
Peru,2022-01-27,Pfizer/BioNTech,32748517
Peru,2022-01-27,Sinopharm/Beijing,19731488
Peru,2022-01-28,Oxford/AstraZeneca,4317136
Peru,2022-01-28,Pfizer/BioNTech,32912011
Peru,2022-01-28,Sinopharm/Beijing,19750606
Peru,2022-01-29,Oxford/AstraZeneca,4350053
Peru,2022-01-29,Pfizer/BioNTech,33137977
Peru,2022-01-29,Sinopharm/Beijing,19768468
Peru,2022-01-30,Oxford/AstraZeneca,4377346
Peru,2022-01-30,Pfizer/BioNTech,33310753
Peru,2022-01-30,Sinopharm/Beijing,19780499
Peru,2022-01-31,Oxford/AstraZeneca,4408630
Peru,2022-01-31,Pfizer/BioNTech,33500137
Peru,2022-01-31,Sinopharm/Beijing,19800581
Peru,2022-02-01,Oxford/AstraZeneca,4443269
Peru,2022-02-01,Pfizer/BioNTech,33685003
Peru,2022-02-01,Sinopharm/Beijing,19820562
Peru,2022-02-02,Oxford/AstraZeneca,4479744
Peru,2022-02-02,Pfizer/BioNTech,33849640
Peru,2022-02-02,Sinopharm/Beijing,19840518
Peru,2022-02-03,Oxford/AstraZeneca,4517699
Peru,2022-02-03,Pfizer/BioNTech,34023789
Peru,2022-02-03,Sinopharm/Beijing,19859692
Peru,2022-02-04,Oxford/AstraZeneca,4554890
Peru,2022-02-04,Pfizer/BioNTech,34206380
Peru,2022-02-04,Sinopharm/Beijing,19878448
Peru,2022-02-05,Oxford/AstraZeneca,4602969
Peru,2022-02-05,Pfizer/BioNTech,34394805
Peru,2022-02-05,Sinopharm/Beijing,19895830
Peru,2022-02-06,Oxford/AstraZeneca,4636226
Peru,2022-02-06,Pfizer/BioNTech,34507008
Peru,2022-02-06,Sinopharm/Beijing,19906945
Peru,2022-02-07,Oxford/AstraZeneca,4676630
Peru,2022-02-07,Pfizer/BioNTech,34664273
Peru,2022-02-07,Sinopharm/Beijing,19926826
Peru,2022-02-08,Oxford/AstraZeneca,4714766
Peru,2022-02-08,Pfizer/BioNTech,34824728
Peru,2022-02-08,Sinopharm/Beijing,19945622
Peru,2022-02-09,Oxford/AstraZeneca,4750270
Peru,2022-02-09,Pfizer/BioNTech,34985107
Peru,2022-02-09,Sinopharm/Beijing,19963285
Peru,2022-02-10,Oxford/AstraZeneca,4786654
Peru,2022-02-10,Pfizer/BioNTech,35135470
Peru,2022-02-10,Sinopharm/Beijing,19980956
Peru,2022-02-11,Oxford/AstraZeneca,4822881
Peru,2022-02-11,Pfizer/BioNTech,35299045
Peru,2022-02-11,Sinopharm/Beijing,19998615
Peru,2022-02-12,Oxford/AstraZeneca,4863555
Peru,2022-02-12,Pfizer/BioNTech,35444305
Peru,2022-02-12,Sinopharm/Beijing,20013440
Peru,2022-02-13,Oxford/AstraZeneca,4889493
Peru,2022-02-13,Pfizer/BioNTech,35532604
Peru,2022-02-13,Sinopharm/Beijing,20022597
Peru,2022-02-14,Oxford/AstraZeneca,4912742
Peru,2022-02-14,Pfizer/BioNTech,35650233
Peru,2022-02-14,Sinopharm/Beijing,20036626
Peru,2022-02-15,Oxford/AstraZeneca,4943232
Peru,2022-02-15,Pfizer/BioNTech,35793284
Peru,2022-02-15,Sinopharm/Beijing,20050821
Peru,2022-02-16,Oxford/AstraZeneca,4972978
Peru,2022-02-16,Pfizer/BioNTech,35951505
Peru,2022-02-16,Sinopharm/Beijing,20065871
Peru,2022-02-17,Oxford/AstraZeneca,5004004
Peru,2022-02-17,Pfizer/BioNTech,36111436
Peru,2022-02-17,Sinopharm/Beijing,20080678
Peru,2022-02-18,Oxford/AstraZeneca,5036487
Peru,2022-02-18,Pfizer/BioNTech,36284710
Peru,2022-02-18,Sinopharm/Beijing,20095739
Peru,2022-02-19,Oxford/AstraZeneca,5074108
Peru,2022-02-19,Pfizer/BioNTech,36482802
Peru,2022-02-19,Sinopharm/Beijing,20108471
Peru,2022-02-20,Oxford/AstraZeneca,5105038
Peru,2022-02-20,Pfizer/BioNTech,36624509
Peru,2022-02-20,Sinopharm/Beijing,20117360
Peru,2022-02-21,Oxford/AstraZeneca,5134675
Peru,2022-02-21,Pfizer/BioNTech,36808722
Peru,2022-02-21,Sinopharm/Beijing,20130866
Peru,2022-02-22,Oxford/AstraZeneca,5163599
Peru,2022-02-22,Pfizer/BioNTech,37004261
Peru,2022-02-22,Sinopharm/Beijing,20145475
Peru,2022-02-23,Oxford/AstraZeneca,5191270
Peru,2022-02-23,Pfizer/BioNTech,37182249
Peru,2022-02-23,Sinopharm/Beijing,20159826
Peru,2022-02-24,Oxford/AstraZeneca,5215327
Peru,2022-02-24,Pfizer/BioNTech,37359290
Peru,2022-02-24,Sinopharm/Beijing,20172303
Peru,2022-02-25,Oxford/AstraZeneca,5237478
Peru,2022-02-25,Pfizer/BioNTech,37547208
Peru,2022-02-25,Sinopharm/Beijing,20184787
Peru,2022-02-26,Oxford/AstraZeneca,5263229
Peru,2022-02-26,Pfizer/BioNTech,37720847
Peru,2022-02-26,Sinopharm/Beijing,20194536
Peru,2022-02-27,Oxford/AstraZeneca,5284334
Peru,2022-02-27,Pfizer/BioNTech,37836680
Peru,2022-02-27,Sinopharm/Beijing,20201387
Peru,2022-02-28,Oxford/AstraZeneca,5308783
Peru,2022-02-28,Pfizer/BioNTech,38010049
Peru,2022-02-28,Sinopharm/Beijing,20213900
Peru,2022-03-01,Oxford/AstraZeneca,5322307
Peru,2022-03-01,Pfizer/BioNTech,38162277
Peru,2022-03-01,Sinopharm/Beijing,20225627
Peru,2022-03-02,Oxford/AstraZeneca,5335277
Peru,2022-03-02,Pfizer/BioNTech,38319421
Peru,2022-03-02,Sinopharm/Beijing,20236823
Peru,2022-03-03,Oxford/AstraZeneca,5347099
Peru,2022-03-03,Pfizer/BioNTech,38475419
Peru,2022-03-03,Sinopharm/Beijing,20247871
Peru,2022-03-04,Oxford/AstraZeneca,5358655
Peru,2022-03-04,Pfizer/BioNTech,38642818
Peru,2022-03-04,Sinopharm/Beijing,20258961
Peru,2022-03-05,Oxford/AstraZeneca,5380276
Peru,2022-03-05,Pfizer/BioNTech,38817509
Peru,2022-03-05,Sinopharm/Beijing,20268412
Peru,2022-03-06,Oxford/AstraZeneca,5400381
Peru,2022-03-06,Pfizer/BioNTech,38916267
Peru,2022-03-06,Sinopharm/Beijing,20274441
Peru,2022-03-07,Oxford/AstraZeneca,5420905
Peru,2022-03-07,Pfizer/BioNTech,39044205
Peru,2022-03-07,Sinopharm/Beijing,20285276
Peru,2022-03-08,Oxford/AstraZeneca,5440756
Peru,2022-03-08,Pfizer/BioNTech,39156232
Peru,2022-03-08,Sinopharm/Beijing,20295400
Peru,2022-03-09,Oxford/AstraZeneca,5465082
Peru,2022-03-09,Pfizer/BioNTech,39274846
Peru,2022-03-09,Sinopharm/Beijing,20305338
Peru,2022-03-10,Oxford/AstraZeneca,5491038
Peru,2022-03-10,Pfizer/BioNTech,39395799
Peru,2022-03-10,Sinopharm/Beijing,20316035
Peru,2022-03-11,Oxford/AstraZeneca,5516788
Peru,2022-03-11,Pfizer/BioNTech,39526159
Peru,2022-03-11,Sinopharm/Beijing,20326214
Peru,2022-03-12,Oxford/AstraZeneca,5554505
Peru,2022-03-12,Pfizer/BioNTech,39672745
Peru,2022-03-12,Sinopharm/Beijing,20335657
Peru,2022-03-13,Oxford/AstraZeneca,5587874
Peru,2022-03-13,Pfizer/BioNTech,39764217
Peru,2022-03-13,Sinopharm/Beijing,20342620
Peru,2022-03-14,Oxford/AstraZeneca,5615458
Peru,2022-03-14,Pfizer/BioNTech,39856435
Peru,2022-03-14,Sinopharm/Beijing,20352116
Peru,2022-03-15,Oxford/AstraZeneca,5647482
Peru,2022-03-15,Pfizer/BioNTech,39944318
Peru,2022-03-15,Sinopharm/Beijing,20361907
Peru,2022-03-16,Oxford/AstraZeneca,5679898
Peru,2022-03-16,Pfizer/BioNTech,40029075
Peru,2022-03-16,Sinopharm/Beijing,20371467
Peru,2022-03-17,Oxford/AstraZeneca,5715096
Peru,2022-03-17,Pfizer/BioNTech,40107163
Peru,2022-03-17,Sinopharm/Beijing,20381128
Peru,2022-03-18,Oxford/AstraZeneca,5752703
Peru,2022-03-18,Pfizer/BioNTech,40197751
Peru,2022-03-18,Sinopharm/Beijing,20390815
Peru,2022-03-19,Oxford/AstraZeneca,5800907
Peru,2022-03-19,Pfizer/BioNTech,40302167
Peru,2022-03-19,Sinopharm/Beijing,20399619
Peru,2022-03-20,Oxford/AstraZeneca,5842324
Peru,2022-03-20,Pfizer/BioNTech,40370128
